Ecotype,pc_1_value,pc_2_value,k2,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value,# km_cats_6_value,# km_cats_7_value,# km_cats_8_value,# km_cats_9_value,# km_cats_10_value
Oceanic,0.047844755,-0.129726688,2,1,1,2,3,3,4,4,6
Oceanic,-0.152313193,-0.116241423,2,2,2,4,6,4,2,9,9
Oceanic,0.01931423,0.001203032,2,1,1,2,3,5,7,5,5
Oceanic,0.071222819,0.116316089,1,3,3,5,4,5,7,3,3
Oceanic,0.099753822,0.137411408,1,3,3,5,4,2,5,1,7
Oceanic,-0.061903115,0.058764,1,3,3,1,2,6,1,7,8
Oceanic,0.022633765,0.090578165,1,3,3,5,4,5,7,3,3
Oceanic,0.008939782,0.111151838,1,3,3,5,5,5,7,3,3
Oceanic,-0.037066015,0.106405251,1,3,3,1,5,7,6,6,3
Oceanic,0.005426892,0.100263991,1,3,3,5,5,5,7,3,3
Oceanic,-0.025852094,0.053241057,1,3,3,1,2,5,7,3,8
Oceanic,0.082670772,0.043220723,1,1,4,5,4,5,7,3,5
Oceanic,-0.013909718,0.101167862,1,3,3,1,5,5,7,3,3
Oceanic,0.022398068,0.114517215,1,3,3,5,5,5,7,3,3
Oceanic,-0.059189944,-0.064264449,2,2,2,4,3,3,8,8,10
Oceanic,-0.026985885,-0.054765108,2,2,1,2,3,3,8,8,10
Oceanic,-0.031399002,-0.054357218,2,2,1,2,3,3,8,8,10
Oceanic,-0.100936135,0.043768049,1,3,3,1,2,6,1,7,8
Oceanic,-0.039690523,-0.015837878,2,2,1,2,2,6,8,8,10
Oceanic,-0.194284945,0.021210626,1,2,2,4,2,6,1,7,1
Oceanic,-0.026524685,-0.088500719,2,2,1,2,3,3,8,8,10
Oceanic,-0.215198766,-0.008013717,2,2,2,4,2,6,1,7,1
Oceanic,-0.101385184,0.076328976,1,3,3,1,2,6,1,7,8
Oceanic,-0.018910754,0.153494139,1,3,3,1,5,7,6,6,2
Oceanic,-0.027840587,0.213070836,1,3,3,1,5,7,6,6,2
Oceanic,-0.076738253,0.077797527,1,3,3,1,2,6,1,7,8
Oceanic,-0.144343379,0.064572726,1,3,2,1,2,6,1,7,8
Oceanic,-0.091865758,0.231059892,1,3,3,1,5,7,6,6,2
Oceanic,-0.174710204,-0.037083784,2,2,2,4,6,4,2,7,1
Oceanic,-0.047346636,-0.012205332,2,2,1,2,2,6,8,8,10
Oceanic,-0.013782588,0.021943157,1,3,3,5,2,5,7,3,8
Oceanic,-0.03195863,-0.04850878,2,2,1,2,3,3,8,8,10
Oceanic,0.123372954,-0.016971203,2,1,4,3,1,1,3,5,5
Oceanic,-0.106789483,-0.067696031,2,2,2,4,6,4,8,8,10
Oceanic,-0.108589494,0.031133332,1,2,2,1,2,6,1,7,8
Oceanic,-0.028022669,0.179780976,1,3,3,1,5,7,6,6,2
Oceanic,-0.097265617,0.088968299,1,3,3,1,2,6,1,7,8
Oceanic,0.058650204,-0.041327247,2,1,1,2,3,3,4,5,5
Oceanic,-0.066222955,0.051381422,1,3,3,1,2,6,1,7,8
Oceanic,0.012908781,0.090345722,1,3,3,5,5,5,7,3,3
Oceanic,-0.049223222,0.21429029,1,3,3,1,5,7,6,6,2
Oceanic,-0.168653746,0.114457482,1,3,3,1,2,6,1,7,8
Oceanic,-0.131801892,-0.07841331,2,2,2,4,6,4,2,9,9
Oceanic,-0.051874575,0.153046512,1,3,3,1,5,7,6,6,2
Oceanic,-0.041900009,0.096486383,1,3,3,1,5,5,6,6,8
Oceanic,-0.037305484,0.067667832,1,3,3,1,2,5,7,3,8
Oceanic,0.057703221,0.068655944,1,3,3,5,4,5,7,3,3
Oceanic,0.019183215,0.145476423,1,3,3,5,5,5,6,3,3
Oceanic,-0.061174766,0.059370511,1,3,3,1,2,6,1,7,8
Oceanic,-0.038480047,0.142448713,1,3,3,1,5,7,6,6,2
Oceanic,-0.034793742,-0.067570173,2,2,1,2,3,3,8,8,10
Oceanic,-0.033085833,0.118700098,1,3,3,1,5,7,6,6,3
Oceanic,-0.037929719,0.002690217,2,2,1,2,2,6,8,8,8
Oceanic,0.013386192,0.150230954,1,3,3,5,5,5,6,3,3
Oceanic,-0.070352393,-0.097194973,2,2,2,4,6,4,8,8,10
Oceanic,0.051248633,0.071069103,1,3,3,5,4,5,7,3,3
Oceanic,0.049815948,0.061742636,1,3,3,5,4,5,7,3,3
Oceanic,-0.195125189,-0.121375099,2,2,2,4,6,4,2,9,9
Oceanic,-0.040926397,0.046301771,1,3,3,1,2,6,7,3,8
Oceanic,-0.079586502,0.026896099,1,2,3,1,2,6,1,7,8
Oceanic,-0.026775935,0.146809791,1,3,3,1,5,7,6,6,2
Oceanic,-0.084264173,-0.023631371,2,2,2,4,2,6,8,8,10
Oceanic,-0.134161309,0.041700139,1,2,2,1,2,6,1,7,8
Oceanic,-0.066180125,0.056425014,1,3,3,1,2,6,1,7,8
Oceanic,-0.031834499,0.16931409,1,3,3,1,5,7,6,6,2
Oceanic,0.00317926,0.107976948,1,3,3,5,5,5,7,3,3
Oceanic,0.001864741,0.071825248,1,3,3,5,5,5,7,3,3
Oceanic,0.004049093,0.148818708,1,3,3,1,5,7,6,3,3
Oceanic,0.012208916,0.090770164,1,3,3,5,5,5,7,3,3
Oceanic,-0.150165699,0.079568014,1,3,3,1,2,6,1,7,8
Oceanic,0.016161479,0.100180473,1,3,3,5,5,5,7,3,3
Oceanic,-0.154642054,0.093296071,1,3,3,1,2,6,1,7,8
Oceanic,0.006137332,0.1129666,1,3,3,5,5,5,7,3,3
Oceanic,-0.067362696,0.010376726,2,2,2,1,2,6,8,8,8
Oceanic,0.28304926,-0.198219576,2,1,4,3,1,1,3,2,4
Oceanic,0.169552645,-0.256515294,2,1,1,3,1,1,3,4,6
Oceanic,0.126347512,-0.330143633,2,1,1,2,3,3,4,4,6
